video_stem,n_frames,duplications_needed,case
d18403,9,0,0_duplications (super-image complète)
d18405,9,0,0_duplications (super-image complète)
d18406,9,0,0_duplications (super-image complète)
d18413,4,5,5_duplications
d18433,9,0,0_duplications (super-image complète)
d18436,5,4,4_duplications
d18437,9,0,0_duplications (super-image complète)
d18440,9,0,0_duplications (super-image complète)
d18441,9,0,0_duplications (super-image complète)
d18442,7,2,2_duplications
d18444,7,2,2_duplications
d18446,8,1,1_duplication
d18447,9,0,0_duplications (super-image complète)
d18450,9,0,0_duplications (super-image complète)
d18453,6,3,3_duplications
d18458,9,0,0_duplications (super-image complète)
d18464,9,0,0_duplications (super-image complète)
d18467,8,1,1_duplication
d18469,9,0,0_duplications (super-image complète)
d18470,9,0,0_duplications (super-image complète)
d18474,8,1,1_duplication
d18479,6,3,3_duplications
d18488,8,1,1_duplication
d18489,8,1,1_duplication
d18503,2,7,7_duplications
d18515,7,2,2_duplications
d18528,4,5,5_duplications
d18530,7,2,2_duplications
d18532,4,5,5_duplications
d18538,8,1,1_duplication
d18539,8,1,1_duplication
d18540,8,1,1_duplication
d18542,8,1,1_duplication
d18543,9,0,0_duplications (super-image complète)
d18544,9,0,0_duplications (super-image complète)
d18547,7,2,2_duplications
d18556,9,0,0_duplications (super-image complète)
d18559,8,1,1_duplication
d18569,9,0,0_duplications (super-image complète)
d18573,9,0,0_duplications (super-image complète)
d18574,9,0,0_duplications (super-image complète)
d18575,8,1,1_duplication
d18576,8,1,1_duplication
d18581,8,1,1_duplication
d18589,9,0,0_duplications (super-image complète)
d18591,9,0,0_duplications (super-image complète)
d18594,9,0,0_duplications (super-image complète)
d18596,9,0,0_duplications (super-image complète)
d18605,7,2,2_duplications
d18617,5,4,4_duplications
d18625,6,3,3_duplications
d18627,7,2,2_duplications
d18634,9,0,0_duplications (super-image complète)
d18637,9,0,0_duplications (super-image complète)
d18638,9,0,0_duplications (super-image complète)
d18648,9,0,0_duplications (super-image complète)
d18649,8,1,1_duplication
d18650,8,1,1_duplication
d18651,6,3,3_duplications
d18671,7,2,2_duplications
d18673,6,3,3_duplications
d18676,9,0,0_duplications (super-image complète)
d18677,5,4,4_duplications
d18678,9,0,0_duplications (super-image complète)
d18685,9,0,0_duplications (super-image complète)
d18700,8,1,1_duplication
d18701,8,1,1_duplication
d18707,5,4,4_duplications
d18712,6,3,3_duplications
d18713,9,0,0_duplications (super-image complète)
d18719,5,4,4_duplications
d18721,8,1,1_duplication
d18723,8,1,1_duplication
d18724,2,7,7_duplications
d18725,7,2,2_duplications
d18726,7,2,2_duplications
d18729,9,0,0_duplications (super-image complète)
d18730,9,0,0_duplications (super-image complète)
d18731,4,5,5_duplications
d18735,9,0,0_duplications (super-image complète)
d18738,8,1,1_duplication
d18752,8,1,1_duplication
d18754,8,1,1_duplication
d18761,9,0,0_duplications (super-image complète)
d18765,9,0,0_duplications (super-image complète)
d18766,9,0,0_duplications (super-image complète)
d18775,9,0,0_duplications (super-image complète)
d18776,9,0,0_duplications (super-image complète)
d18780,8,1,1_duplication
d18783,9,0,0_duplications (super-image complète)
d18785,5,4,4_duplications
d18789,9,0,0_duplications (super-image complète)
d18797,5,4,4_duplications
d18799,3,6,6_duplications
d18806,8,1,1_duplication
d18808,3,6,6_duplications
d18812,6,3,3_duplications
d18816,2,7,7_duplications
d18823,8,1,1_duplication
d18826,9,0,0_duplications (super-image complète)
d18828,8,1,1_duplication
d18829,9,0,0_duplications (super-image complète)
d18842,9,0,0_duplications (super-image complète)
d18860,8,1,1_duplication
d18867,8,1,1_duplication
d18882,5,4,4_duplications
d18893,9,0,0_duplications (super-image complète)
d18894,7,2,2_duplications
d18899,8,1,1_duplication
d18909,8,1,1_duplication
d18916,9,0,0_duplications (super-image complète)
d18919,9,0,0_duplications (super-image complète)
d18922,6,3,3_duplications
d18924,8,1,1_duplication
d18926,3,6,6_duplications
d18928,5,4,4_duplications
d18943,8,1,1_duplication
d18977,7,2,2_duplications
d18983,6,3,3_duplications
d18990,6,3,3_duplications
d18991,9,0,0_duplications (super-image complète)
d18992,9,0,0_duplications (super-image complète)
d18995,5,4,4_duplications
d19003,9,0,0_duplications (super-image complète)
d19007,8,1,1_duplication
d19012,9,0,0_duplications (super-image complète)
d19014,9,0,0_duplications (super-image complète)
d19021,8,1,1_duplication
d19022,8,1,1_duplication
d19023,8,1,1_duplication
d19028,8,1,1_duplication
d19035,9,0,0_duplications (super-image complète)
d19036,7,2,2_duplications
d19038,6,3,3_duplications
d19040,6,3,3_duplications
d19043,9,0,0_duplications (super-image complète)
d19045,9,0,0_duplications (super-image complète)
d19046,5,4,4_duplications
d19048,6,3,3_duplications
d19051,8,1,1_duplication
d19052,9,0,0_duplications (super-image complète)
d19054,8,1,1_duplication
d19057,9,0,0_duplications (super-image complète)
d19058,8,1,1_duplication
d19060,8,1,1_duplication
d19062,8,1,1_duplication
d19068,8,1,1_duplication
d19071,3,6,6_duplications
d19072,6,3,3_duplications
d19076,9,0,0_duplications (super-image complète)
d19077,9,0,0_duplications (super-image complète)
d19079,7,2,2_duplications
d19080,9,0,0_duplications (super-image complète)
d19082,8,1,1_duplication
d19083,7,2,2_duplications
d19084,9,0,0_duplications (super-image complète)
d19086,8,1,1_duplication
d19087,6,3,3_duplications
d19088,8,1,1_duplication
d19090,9,0,0_duplications (super-image complète)
d19091,8,1,1_duplication
d19092,9,0,0_duplications (super-image complète)
d19094,9,0,0_duplications (super-image complète)
d19096,8,1,1_duplication
d19100,7,2,2_duplications
d19102,6,3,3_duplications
d19104,9,0,0_duplications (super-image complète)
d19106,9,0,0_duplications (super-image complète)
d19107,5,4,4_duplications
d19108,9,0,0_duplications (super-image complète)
d19109,4,5,5_duplications
d19110,6,3,3_duplications
d19111,8,1,1_duplication
d19112,7,2,2_duplications
d19113,8,1,1_duplication
d19114,9,0,0_duplications (super-image complète)
d19115,7,2,2_duplications
d19118,9,0,0_duplications (super-image complète)
d19121,5,4,4_duplications
d19122,9,0,0_duplications (super-image complète)
d19123,9,0,0_duplications (super-image complète)
d19127,9,0,0_duplications (super-image complète)
d19132,8,1,1_duplication
d19134,7,2,2_duplications
d19135,8,1,1_duplication
d19137,9,0,0_duplications (super-image complète)
d19139,8,1,1_duplication
d19140,7,2,2_duplications
d19143,9,0,0_duplications (super-image complète)
d19144,6,3,3_duplications
d19145,9,0,0_duplications (super-image complète)
d19147,5,4,4_duplications
d19153,9,0,0_duplications (super-image complète)
d19154,9,0,0_duplications (super-image complète)
d19156,7,2,2_duplications
d19158,9,0,0_duplications (super-image complète)
d19160,5,4,4_duplications
d19165,9,0,0_duplications (super-image complète)
d19171,9,0,0_duplications (super-image complète)
d19173,7,2,2_duplications
d19174,9,0,0_duplications (super-image complète)
d19176,9,0,0_duplications (super-image complète)
d19178,9,0,0_duplications (super-image complète)
d19182,8,1,1_duplication
d19184,9,0,0_duplications (super-image complète)
d19188,8,1,1_duplication
d19190,8,1,1_duplication
d19191,9,0,0_duplications (super-image complète)
d19195,7,2,2_duplications
d19197,6,3,3_duplications
d19199,7,2,2_duplications
d19203,9,0,0_duplications (super-image complète)
d19205,4,5,5_duplications
d19206,7,2,2_duplications
d19207,7,2,2_duplications
d19208,8,1,1_duplication
d19209,9,0,0_duplications (super-image complète)
d19211,8,1,1_duplication
d19212,8,1,1_duplication
d19214,8,1,1_duplication
d19220,7,2,2_duplications
d19221,8,1,1_duplication
d19222,8,1,1_duplication
d19224,9,0,0_duplications (super-image complète)
d19230,9,0,0_duplications (super-image complète)
d19231,9,0,0_duplications (super-image complète)
d19235,5,4,4_duplications
d19236,9,0,0_duplications (super-image complète)
d19237,9,0,0_duplications (super-image complète)
d19239,4,5,5_duplications
d20005,7,2,2_duplications
d20011,5,4,4_duplications
d20014,8,1,1_duplication
d20017,6,3,3_duplications
d20021,6,3,3_duplications
d20022,4,5,5_duplications
d20025,9,0,0_duplications (super-image complète)
d20034,8,1,1_duplication
d20035,9,0,0_duplications (super-image complète)
d20038,9,0,0_duplications (super-image complète)
d20039,8,1,1_duplication
d20041,8,1,1_duplication
d20043,9,0,0_duplications (super-image complète)
d20052,9,0,0_duplications (super-image complète)
d20055,9,0,0_duplications (super-image complète)
d20058,5,4,4_duplications
d20071,9,0,0_duplications (super-image complète)
d20073,7,2,2_duplications
d20075,7,2,2_duplications
d20076,8,1,1_duplication
d20079,6,3,3_duplications
d20081,9,0,0_duplications (super-image complète)
d20082,8,1,1_duplication
d20083,8,1,1_duplication
d20088,9,0,0_duplications (super-image complète)
d20091,5,4,4_duplications
d20092,4,5,5_duplications
d20093,7,2,2_duplications
d20097,8,1,1_duplication
d20098,6,3,3_duplications
d20099,7,2,2_duplications
d20100,8,1,1_duplication
d20101,8,1,1_duplication
d20103,6,3,3_duplications
d20105,6,3,3_duplications
d20109,6,3,3_duplications
d20111,7,2,2_duplications
d20118,6,3,3_duplications
d20120,6,3,3_duplications
d20121,8,1,1_duplication
d20122,8,1,1_duplication
d20128,8,1,1_duplication
d20129,8,1,1_duplication
d20130,5,4,4_duplications
d20132,7,2,2_duplications
d20145,7,2,2_duplications
d20151,7,2,2_duplications
d20152,7,2,2_duplications
d20153,6,3,3_duplications
d20154,6,3,3_duplications
d20155,5,4,4_duplications
d20156,7,2,2_duplications
d20157,6,3,3_duplications
d20158,8,1,1_duplication
d20159,4,5,5_duplications
d20160,6,3,3_duplications
d20161,6,3,3_duplications
d20164,5,4,4_duplications
d20165,4,5,5_duplications
d20166,8,1,1_duplication
d20168,8,1,1_duplication
d20169,8,1,1_duplication
d20171,7,2,2_duplications
d20172,7,2,2_duplications
d20177,7,2,2_duplications
d20178,6,3,3_duplications
d20179,9,0,0_duplications (super-image complète)
d20180,6,3,3_duplications
d20181,7,2,2_duplications
d20182,5,4,4_duplications
d20183,6,3,3_duplications
d20184,6,3,3_duplications
d20185,9,0,0_duplications (super-image complète)
d20186,9,0,0_duplications (super-image complète)
d20190,9,0,0_duplications (super-image complète)
d20192,9,0,0_duplications (super-image complète)
d20196,5,4,4_duplications
d20197,7,2,2_duplications
d20198,9,0,0_duplications (super-image complète)
d20199,9,0,0_duplications (super-image complète)
d20200,7,2,2_duplications
d20201,7,2,2_duplications
d20202,3,6,6_duplications
d20203,7,2,2_duplications
d20204,6,3,3_duplications
d20205,9,0,0_duplications (super-image complète)
d20206,7,2,2_duplications
d20208,8,1,1_duplication
d20211,9,0,0_duplications (super-image complète)
d20212,6,3,3_duplications
d20215,9,0,0_duplications (super-image complète)
d20217,7,2,2_duplications
d20218,8,1,1_duplication
d20219,9,0,0_duplications (super-image complète)
d20220,7,2,2_duplications
d20221,8,1,1_duplication
d20223,7,2,2_duplications
d20224,7,2,2_duplications
d20225,7,2,2_duplications
d20227,9,0,0_duplications (super-image complète)
d20228,8,1,1_duplication
d20230,9,0,0_duplications (super-image complète)
d20231,9,0,0_duplications (super-image complète)
d20233,9,0,0_duplications (super-image complète)
d20234,8,1,1_duplication
d20236,8,1,1_duplication
d20237,6,3,3_duplications
d20239,6,3,3_duplications
d20241,8,1,1_duplication
d20242,7,2,2_duplications
d20243,9,0,0_duplications (super-image complète)
d20244,7,2,2_duplications
d20245,9,0,0_duplications (super-image complète)
d20247,7,2,2_duplications
d20249,9,0,0_duplications (super-image complète)
d20250,7,2,2_duplications
d20252,8,1,1_duplication
d20253,5,4,4_duplications
d20254,7,2,2_duplications
d20256,8,1,1_duplication
d20257,9,0,0_duplications (super-image complète)
d20259,7,2,2_duplications
d20260,6,3,3_duplications
d20262,7,2,2_duplications
d20263,9,0,0_duplications (super-image complète)
d20264,8,1,1_duplication
d20265,8,1,1_duplication
d20267,9,0,0_duplications (super-image complète)
d20273,9,0,0_duplications (super-image complète)
d20275,9,0,0_duplications (super-image complète)
d20276,9,0,0_duplications (super-image complète)
d20284,6,3,3_duplications
d20286,7,2,2_duplications
d20287,7,2,2_duplications
d20288,8,1,1_duplication
d20289,7,2,2_duplications
d20290,6,3,3_duplications
d20292,8,1,1_duplication
d20294,9,0,0_duplications (super-image complète)
d20295,8,1,1_duplication
d20298,9,0,0_duplications (super-image complète)
d20300,8,1,1_duplication
d20301,3,6,6_duplications
d20308,7,2,2_duplications
d20310,8,1,1_duplication
d20312,9,0,0_duplications (super-image complète)
d20313,8,1,1_duplication
d20317,9,0,0_duplications (super-image complète)
d20319,9,0,0_duplications (super-image complète)
d20323,9,0,0_duplications (super-image complète)
d20325,7,2,2_duplications
d20327,8,1,1_duplication
d20329,7,2,2_duplications
d20332,9,0,0_duplications (super-image complète)
d20333,8,1,1_duplication
d20334,7,2,2_duplications
d20335,6,3,3_duplications
d20337,9,0,0_duplications (super-image complète)
d20338,8,1,1_duplication
d20343,9,0,0_duplications (super-image complète)
d20344,9,0,0_duplications (super-image complète)
d20346,4,5,5_duplications
d20347,9,0,0_duplications (super-image complète)
d20348,9,0,0_duplications (super-image complète)
d20349,6,3,3_duplications
d20350,8,1,1_duplication
d20353,3,6,6_duplications
d20354,6,3,3_duplications
d20355,6,3,3_duplications
d20357,8,1,1_duplication
d20358,8,1,1_duplication
d20359,4,5,5_duplications
d20364,4,5,5_duplications
d20368,7,2,2_duplications
d20369,8,1,1_duplication
d20372,5,4,4_duplications
d20378,9,0,0_duplications (super-image complète)
d20381,8,1,1_duplication
d20386,8,1,1_duplication
d20388,7,2,2_duplications
d20389,9,0,0_duplications (super-image complète)
d20390,9,0,0_duplications (super-image complète)
d20391,9,0,0_duplications (super-image complète)
d20392,9,0,0_duplications (super-image complète)
d20394,8,1,1_duplication
d20395,9,0,0_duplications (super-image complète)
d20398,6,3,3_duplications
d20399,9,0,0_duplications (super-image complète)
d20400,6,3,3_duplications
d20405,8,1,1_duplication
d20407,5,4,4_duplications
d20411,9,0,0_duplications (super-image complète)
d20412,8,1,1_duplication
d20413,9,0,0_duplications (super-image complète)
d20415,7,2,2_duplications
d20418,6,3,3_duplications
d20424,8,1,1_duplication
d20427,9,0,0_duplications (super-image complète)
d20428,9,0,0_duplications (super-image complète)
d20430,9,0,0_duplications (super-image complète)
d20431,9,0,0_duplications (super-image complète)
d20432,8,1,1_duplication
d20433,9,0,0_duplications (super-image complète)
d20435,9,0,0_duplications (super-image complète)
d20437,8,1,1_duplication
d20438,8,1,1_duplication
d20439,8,1,1_duplication
d20442,9,0,0_duplications (super-image complète)
d20443,9,0,0_duplications (super-image complète)
d20444,9,0,0_duplications (super-image complète)
d20450,9,0,0_duplications (super-image complète)
d20451,9,0,0_duplications (super-image complète)
d20452,7,2,2_duplications
d20458,9,0,0_duplications (super-image complète)
d20472,9,0,0_duplications (super-image complète)
d20476,9,0,0_duplications (super-image complète)
d20479,8,1,1_duplication
d20480,7,2,2_duplications
d20485,9,0,0_duplications (super-image complète)
d20489,4,5,5_duplications
d20491,9,0,0_duplications (super-image complète)
d20500,9,0,0_duplications (super-image complète)
d20505,8,1,1_duplication
d20507,7,2,2_duplications
d20509,9,0,0_duplications (super-image complète)
d20510,9,0,0_duplications (super-image complète)
d20521,6,3,3_duplications
d20526,9,0,0_duplications (super-image complète)
d20531,5,4,4_duplications
d20532,9,0,0_duplications (super-image complète)
d20533,8,1,1_duplication
d20536,5,4,4_duplications
d20537,8,1,1_duplication
d20539,7,2,2_duplications
d20541,8,1,1_duplication
d20542,8,1,1_duplication
d20546,8,1,1_duplication
d20547,9,0,0_duplications (super-image complète)
d20548,7,2,2_duplications
d20549,8,1,1_duplication
d20552,9,0,0_duplications (super-image complète)
d20554,9,0,0_duplications (super-image complète)
d20555,7,2,2_duplications
d20556,9,0,0_duplications (super-image complète)
d20557,9,0,0_duplications (super-image complète)
d20559,9,0,0_duplications (super-image complète)
